"Name of Satellite, Alternate Names"	Country of Operator/Owner	Operator/Owner	Users	Purpose	Class of Orbit	Type of Orbit	Longitude of GEO (degrees)	Perigee (km)	Apogee (km)	Eccentricity	Inclination (degrees)	Period (minutes)	Launch Mass (kg.)	Dry Mass (kg.)	Power (watts)	Date of Launch	Expected Lifetime	Contractor	Country of Contractor	Launch Site	Launch Vehicle	COSPAR Number	NORAD Number	Comments		Source Used for Orbital Data	Source	Source	Source	Source	Source	Source																																																																																																																																																																																																																														
Iridium 55 (Iridium SV055)	USA	Iridium Satellite LLC	Government/Commercial	Communications	LEO	Polar	0	774	780	4.20E-04	86.3	100.38	689	556	"1,400 (EOL)"	3/30/1998	8 yrs.	Motorola Satellite Communications Group	USA	Vandenberg AFB	Delta 2 7920	1998-019A	25272			JMSatcat304	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx533.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																														
Iridium 56 (Iridium SV056)	USA	Iridium Satellite LLC	Government/Commercial	Communications	LEO	Polar	0	775	780	3.50E-04	86.3	100.4	689	556	"1,400 (EOL)"	2/18/1998	8 yrs.	Motorola Satellite Communications Group	USA	Vandenberg AFB	Delta 2 7920	1998-010B	25170			JMSatcat304	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx532.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																														
Iridium 57 (Iridium SV057)	USA	Iridium Satellite LLC	Government/Commercial	Communications	LEO	Polar	0	775	779	2.80E-04	86.4	100.38	689	556	"1,400 (EOL)"	3/30/1998	8 yrs.	Motorola Satellite Communications Group	USA	Vandenberg AFB	Delta 2 7920	1998-019B	25273			JMSatcat304	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx533.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																														
Iridium 58 (Iridium SV058)	USA	Iridium Satellite LLC	Government/Commercial	Communications	LEO	Polar	0	776	778	1.40E-04	86.3	100.38	689	556	"1,400 (EOL)"	3/30/1998	8 yrs.	Motorola Satellite Communications Group	USA	Vandenberg AFB	Delta 2 7920	1998-019C	25274			JMSatcat304	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx533.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																														
Iridium 59 (Iridium SV059)	USA	Iridium Satellite LLC	Government/Commercial	Communications	LEO	Polar	0	775	780	3.50E-04	86.3	100.4	689	556	"1,400 (EOL)"	3/30/1998	8 yrs.	Motorola Satellite Communications Group	USA	Vandenberg AFB	Delta 2 7920	1998-019D	25275			JMSatcat304	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx533.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																														
Iridium 6 (Iridium SV006)	USA	Iridium Satellite LLC	Government/Commercial	Communications	LEO	Polar	0	773	782	6.30E-04	86.4	100.4	689	556	"1,400 (EOL)"	5/6/1997	8 yrs.	Motorola Satellite Communications Group	USA	Vandenberg AFB	Delta 2 7920	1997-020C	24794			JMSatcat304	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx523.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																														
Iridium 60 (Iridium SV060)	USA	Iridium Satellite LLC	Government/Commercial	Communications	LEO	Polar	0	773	781	5.60E-04	86.3	100.38	689	556	"1,400 (EOL)"	3/30/1998	8 yrs.	Motorola Satellite Communications Group	USA	Vandenberg AFB	Delta 2 7920	1998-019E	25276			JMSatcat304	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx533.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																														
Iridium 61 (Iridium SV061)	USA	Iridium Satellite LLC	Government/Commercial	Communications	LEO	Polar	0	693	696	2.12E-04	86.5	98.65	689	556	"1,400 (EOL)"	3/25/1998	8 yrs.	Motorola Satellite Communications Group	USA	Taiyuan Launch Center	Long March 2C	1998-018B	25263			JMSatcat304	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx533.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																														
Iridium 62 (Iridium SV062)	USA	Iridium Satellite LLC	Government/Commercial	Communications	LEO	Polar	0	776	778	1.40E-04	86.4	100.38	689	556	"1,400 (EOL)"	4/7/1998	8 yrs.	Motorola Satellite Communications Group	USA	Baikonur Cosmodrome	Proton K	1998-021A	25285			JMSatcat304	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx534.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																														
Iridium 63 (Iridium SV063)	USA	Iridium Satellite LLC	Government/Commercial	Communications	LEO	Polar	0	775	780	3.50E-04	86.3	100.4	689	556	"1,400 (EOL)"	4/7/1998	8 yrs.	Motorola Satellite Communications Group	USA	Baikonur Cosmodrome	Proton K	1998-021B	25286			JMSatcat304	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx534.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																														
Iridium 64 (Iridium SV064)	USA	Iridium Satellite LLC	Government/Commercial	Communications	LEO	Polar	0	775	779	2.80E-04	86.4	100.38	689	556	"1,400 (EOL)"	4/7/1998	8 yrs.	Motorola Satellite Communications Group	USA	Baikonur Cosmodrome	Proton K	1998-021C	25287			JMSatcat304	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx534.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																														
Iridium 65 (Iridium SV065)	USA	Iridium Satellite LLC	Government/Commercial	Communications	LEO	Polar	0	776	778	1.40E-04	86.4	100.38	689	556	"1,400 (EOL)"	4/7/1998	8 yrs.	Motorola Satellite Communications Group	USA	Baikonur Cosmodrome	Proton K	1998-021D	25288			JMSatcat304	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx534.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																														
Iridium 66 (Iridium SV066)	USA	Iridium Satellite LLC	Government/Commercial	Communications	LEO	Polar	0	772	782	7.00E-04	86.4	100.38	689	556	"1,400 (EOL)"	4/7/1998	8 yrs.	Motorola Satellite Communications Group	USA	Baikonur Cosmodrome	Proton K	1998-021E	25289			JMSatcat304	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx534.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																														
Iridium 67 (Iridium SV067)	USA	Iridium Satellite LLC	Government/Commercial	Communications	LEO	Polar	0	773	781	5.60E-04	86.4	100.38	689	556	"1,400 (EOL)"	4/7/1998	8 yrs.	Motorola Satellite Communications Group	USA	Baikonur Cosmodrome	Proton K	1998-021F	25290			JMSatcat304	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx534.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																														
Iridium 68 (Iridium SV068)	USA	Iridium Satellite LLC	Government/Commercial	Communications	LEO	Polar	0	775	779	2.80E-04	86.4	100.38	689	556	"1,400 (EOL)"	4/7/1998	8 yrs.	Motorola Satellite Communications Group	USA	Baikonur Cosmodrome	Proton K	1998-021G	25291			JMSatcat304	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx534.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																														
Iridium 7 (Iridium SV007)	USA	Iridium Satellite LLC	Government/Commercial	Communications	LEO	Polar	0	773	782	6.30E-04	86.4	100.4	689	556	"1,400 (EOL)"	5/5/1997	8 yrs.	Motorola Satellite Communications Group	USA	Vandenberg AFB	Delta 2 7920	1997-020B	24793			JMSatcat	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx523.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																														
Iridium 70 (Iridium SV070)	USA	Iridium Satellite LLC	Government/Commercial	Communications	LEO	Polar	0	776	779	2.10E-04	86.3	100.4	689	556	"1,400 (EOL)"	5/17/1998	8 yrs.	Motorola Satellite Communications Group	USA	Vandenberg AFB	Delta 2 7920	1998-032A	25342			JMSatcat304	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx535.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																														
